Año,Trimestre,Provincia,Banda ancha fija,Dial up,Total,Proporción,Crecimiento Trimestral,Crecimiento Anual,Trimestre2
2014,1,Buenos Aires,2725732,14144,2739876,0.4282,0.00,0.00,2014-01-01
2014,1,Capital Federal,1289204,10714,1299918,0.2032,0.00,0.00,2014-01-01
2014,1,Catamarca,24209,23,24232,0.0038,0.00,0.00,2014-01-01
2014,1,Chaco,62520,36,62556,0.0098,0.00,0.00,2014-01-01
2014,1,Chubut,68205,2016,70221,0.0110,0.00,0.00,2014-01-01
2014,1,Corrientes,62203,33,62236,0.0097,0.00,0.00,2014-01-01
2014,1,Córdoba,566705,205,566910,0.0886,0.00,0.00,2014-01-01
2014,1,Entre Ríos,134216,115,134331,0.0210,0.00,0.00,2014-01-01
2014,1,Formosa,25335,87,25422,0.0040,0.00,0.00,2014-01-01
2014,1,Jujuy,33825,2,33827,0.0053,0.00,0.00,2014-01-01
2014,1,La Pampa,53601,592,54193,0.0085,0.00,0.00,2014-01-01
2014,1,La Rioja,15688,23,15711,0.0025,0.00,0.00,2014-01-01
2014,1,Mendoza,164084,1761,165845,0.0259,0.00,0.00,2014-01-01
2014,1,Misiones,73950,0,73950,0.0116,0.00,0.00,2014-01-01
2014,1,Neuquén,88077,2303,90380,0.0141,0.00,0.00,2014-01-01
2014,1,Río Negro,93909,1157,95066,0.0149,0.00,0.00,2014-01-01
2014,1,Salta,91265,25,91290,0.0143,0.00,0.00,2014-01-01
2014,1,San Juan,50543,755,51298,0.0080,0.00,0.00,2014-01-01
2014,1,San Luis,12193,364,12557,0.0020,0.00,0.00,2014-01-01
2014,1,Santa Cruz,26304,460,26764,0.0042,0.00,0.00,2014-01-01
2014,1,Santa Fe,506000,612,506612,0.0792,0.00,0.00,2014-01-01
2014,1,Santiago Del Estero,37124,9,37133,0.0058,0.00,0.00,2014-01-01
2014,1,Tierra Del Fuego,27272,766,28038,0.0044,0.00,0.00,2014-01-01
2014,1,Tucumán,129944,88,130032,0.0203,0.00,0.00,2014-01-01
2014,2,Buenos Aires,2750430,14116,2764546,0.4277,0.90,0.00,2014-04-01
2014,2,Capital Federal,1299502,10713,1310215,0.2027,0.79,0.00,2014-04-01
2014,2,Catamarca,24660,23,24683,0.0038,1.86,0.00,2014-04-01
2014,2,Chaco,63243,36,63279,0.0098,1.16,0.00,2014-04-01
2014,2,Chubut,68503,2016,70519,0.0109,0.42,0.00,2014-04-01
2014,2,Corrientes,62925,33,62958,0.0097,1.16,0.00,2014-04-01
2014,2,Córdoba,576747,205,576952,0.0892,1.77,0.00,2014-04-01
2014,2,Entre Ríos,135468,115,135583,0.0210,0.93,0.00,2014-04-01
2014,2,Formosa,25535,65,25600,0.0040,0.70,0.00,2014-04-01
2014,2,Jujuy,34359,2,34361,0.0053,1.58,0.00,2014-04-01
2014,2,La Pampa,55048,580,55628,0.0086,2.65,0.00,2014-04-01
2014,2,La Rioja,15889,23,15912,0.0025,1.28,0.00,2014-04-01
2014,2,Mendoza,165046,1761,166807,0.0258,0.58,0.00,2014-04-01
2014,2,Misiones,74689,0,74689,0.0116,1.00,0.00,2014-04-01
2014,2,Neuquén,90053,2235,92288,0.0143,2.11,0.00,2014-04-01
2014,2,Río Negro,94812,1145,95957,0.0148,0.94,0.00,2014-04-01
2014,2,Salta,91949,25,91974,0.0142,0.75,0.00,2014-04-01
2014,2,San Juan,50891,755,51646,0.0080,0.68,0.00,2014-04-01
2014,2,San Luis,12691,364,13055,0.0020,3.97,0.00,2014-04-01
2014,2,Santa Cruz,26710,459,27169,0.0042,1.51,0.00,2014-04-01
2014,2,Santa Fe,511753,605,512358,0.0793,1.13,0.00,2014-04-01
2014,2,Santiago Del Estero,38002,9,38011,0.0059,2.36,0.00,2014-04-01
2014,2,Tierra Del Fuego,27443,766,28209,0.0044,0.61,0.00,2014-04-01
2014,2,Tucumán,131981,88,132069,0.0204,1.57,0.00,2014-04-01
2014,3,Buenos Aires,2835537,14028,2849565,0.4321,3.08,0.00,2014-07-01
2014,3,Capital Federal,1307195,10630,1317825,0.1998,0.58,0.00,2014-07-01
2014,3,Catamarca,24665,21,24686,0.0037,0.01,0.00,2014-07-01
2014,3,Chaco,63710,36,63746,0.0097,0.74,0.00,2014-07-01
2014,3,Chubut,67130,2007,69137,0.0105,-1.96,0.00,2014-07-01
2014,3,Corrientes,63516,33,63549,0.0096,0.94,0.00,2014-07-01
2014,3,Córdoba,585231,200,585431,0.0888,1.47,0.00,2014-07-01
2014,3,Entre Ríos,136618,115,136733,0.0207,0.85,0.00,2014-07-01
2014,3,Formosa,25873,64,25937,0.0039,1.32,0.00,2014-07-01
2014,3,Jujuy,33739,2,33741,0.0051,-1.80,0.00,2014-07-01
2014,3,La Pampa,61861,564,62425,0.0095,12.22,0.00,2014-07-01
2014,3,La Rioja,15893,23,15916,0.0024,0.03,0.00,2014-07-01
2014,3,Mendoza,166184,1740,167924,0.0255,0.67,0.00,2014-07-01
2014,3,Misiones,75327,0,75327,0.0114,0.85,0.00,2014-07-01
2014,3,Neuquén,100099,2268,102367,0.0155,10.92,0.00,2014-07-01
2014,3,Río Negro,96629,1151,97780,0.0148,1.90,0.00,2014-07-01
2014,3,Salta,92929,25,92954,0.0141,1.07,0.00,2014-07-01
2014,3,San Juan,51031,748,51779,0.0079,0.26,0.00,2014-07-01
2014,3,San Luis,12683,363,13046,0.0020,-0.07,0.00,2014-07-01
2014,3,Santa Cruz,25664,446,26110,0.0040,-3.90,0.00,2014-07-01
2014,3,Santa Fe,520196,691,520887,0.0790,1.66,0.00,2014-07-01
2014,3,Santiago Del Estero,37539,9,37548,0.0057,-1.22,0.00,2014-07-01
2014,3,Tierra Del Fuego,28037,755,28792,0.0044,2.07,0.00,2014-07-01
2014,3,Tucumán,131978,88,132066,0.0200,-0.00,0.00,2014-07-01
2014,4,Buenos Aires,2801178,15229,2816407,0.4268,-1.16,0.00,2014-10-01
2014,4,Capital Federal,1318526,11994,1330520,0.2016,0.96,0.00,2014-10-01
2014,4,Catamarca,25472,21,25493,0.0039,3.27,0.00,2014-10-01
2014,4,Chaco,65998,37,66035,0.0100,3.59,0.00,2014-10-01
2014,4,Chubut,66557,1985,68542,0.0104,-0.86,0.00,2014-10-01
2014,4,Corrientes,65656,54,65710,0.0100,3.40,0.00,2014-10-01
2014,4,Córdoba,590113,319,590432,0.0895,0.85,0.00,2014-10-01
2014,4,Entre Ríos,140567,246,140813,0.0213,2.98,0.00,2014-10-01
2014,4,Formosa,26156,51,26207,0.0040,1.04,0.00,2014-10-01
2014,4,Jujuy,35999,3,36002,0.0055,6.70,0.00,2014-10-01
2014,4,La Pampa,56813,567,57380,0.0087,-8.08,0.00,2014-10-01
2014,4,La Rioja,16379,23,16402,0.0025,3.05,0.00,2014-10-01
2014,4,Mendoza,167766,1848,169614,0.0257,1.01,0.00,2014-10-01
2014,4,Misiones,77222,7,77229,0.0117,2.52,0.00,2014-10-01
2014,4,Neuquén,92999,2397,95396,0.0145,-6.81,0.00,2014-10-01
2014,4,Río Negro,95050,1210,96260,0.0146,-1.55,0.00,2014-10-01
2014,4,Salta,93921,26,93947,0.0142,1.07,0.00,2014-10-01
2014,4,San Juan,51390,729,52119,0.0079,0.66,0.00,2014-10-01
2014,4,San Luis,12788,359,13147,0.0020,0.77,0.00,2014-10-01
2014,4,Santa Cruz,25277,436,25713,0.0039,-1.52,0.00,2014-10-01
2014,4,Santa Fe,528459,938,529397,0.0802,1.63,0.00,2014-10-01
2014,4,Santiago Del Estero,39308,9,39317,0.0060,4.71,0.00,2014-10-01
2014,4,Tierra Del Fuego,28249,741,28990,0.0044,0.69,0.00,2014-10-01
2014,4,Tucumán,137329,95,137424,0.0208,4.06,0.00,2014-10-01
2015,1,Buenos Aires,2847076,14766,2861842,0.4247,1.61,4.45,2015-01-01
2015,1,Capital Federal,1321139,11582,1332721,0.1978,0.17,2.52,2015-01-01
2015,1,Catamarca,25312,20,25332,0.0038,-0.63,4.54,2015-01-01
2015,1,Chaco,81329,31,81360,0.0121,23.21,30.06,2015-01-01
2015,1,Chubut,63327,1946,65273,0.0097,-4.77,-7.05,2015-01-01
2015,1,Corrientes,81488,43,81531,0.0121,24.08,31.00,2015-01-01
2015,1,Córdoba,596663,294,596957,0.0886,1.11,5.30,2015-01-01
2015,1,Entre Ríos,165839,231,166070,0.0246,17.94,23.63,2015-01-01
2015,1,Formosa,26657,43,26700,0.0040,1.88,5.03,2015-01-01
2015,1,Jujuy,36608,3,36611,0.0054,1.69,8.23,2015-01-01
2015,1,La Pampa,62155,542,62697,0.0093,9.27,15.69,2015-01-01
2015,1,La Rioja,16310,23,16333,0.0024,-0.42,3.96,2015-01-01
2015,1,Mendoza,168355,1805,170160,0.0253,0.32,2.60,2015-01-01
2015,1,Misiones,85139,7,85146,0.0126,10.25,15.14,2015-01-01
2015,1,Neuquén,93373,2369,95742,0.0142,0.36,5.93,2015-01-01
2015,1,Río Negro,96145,1188,97333,0.0144,1.11,2.38,2015-01-01
2015,1,Salta,96793,18,96811,0.0144,3.05,6.05,2015-01-01
2015,1,San Juan,51117,702,51819,0.0077,-0.58,1.02,2015-01-01
2015,1,San Luis,12878,354,13232,0.0020,0.65,5.38,2015-01-01
2015,1,Santa Cruz,26217,424,26641,0.0040,3.61,-0.46,2015-01-01
2015,1,Santa Fe,535640,797,536437,0.0796,1.33,5.89,2015-01-01
2015,1,Santiago Del Estero,39244,8,39252,0.0058,-0.17,5.71,2015-01-01
2015,1,Tierra Del Fuego,32726,730,33456,0.0050,15.41,19.32,2015-01-01
2015,1,Tucumán,138184,92,138276,0.0205,0.62,6.34,2015-01-01
2015,2,Buenos Aires,2871079,12711,2883790,0.4231,0.77,4.31,2015-04-01
2015,2,Capital Federal,1336391,9893,1346284,0.1975,1.02,2.75,2015-04-01
2015,2,Catamarca,25666,13,25679,0.0038,1.37,4.04,2015-04-01
2015,2,Chaco,83832,16,83848,0.0123,3.06,32.51,2015-04-01
2015,2,Chubut,61745,1740,63485,0.0093,-2.74,-9.97,2015-04-01
2015,2,Corrientes,83288,28,83316,0.0122,2.19,32.34,2015-04-01
2015,2,Córdoba,609510,236,609746,0.0895,2.14,5.68,2015-04-01
2015,2,Entre Ríos,169309,183,169492,0.0249,2.06,25.01,2015-04-01
2015,2,Formosa,27013,37,27050,0.0040,1.31,5.66,2015-04-01
2015,2,Jujuy,37720,2,37722,0.0055,3.03,9.78,2015-04-01
2015,2,La Pampa,63552,500,64052,0.0094,2.16,15.14,2015-04-01
2015,2,La Rioja,16491,18,16509,0.0024,1.08,3.75,2015-04-01
2015,2,Mendoza,169259,1564,170823,0.0251,0.39,2.41,2015-04-01
2015,2,Misiones,88512,7,88519,0.0130,3.96,18.52,2015-04-01
2015,2,Neuquén,95644,2241,97885,0.0144,2.24,6.06,2015-04-01
2015,2,Río Negro,97640,1087,98727,0.0145,1.43,2.89,2015-04-01
2015,2,Salta,98264,3,98267,0.0144,1.50,6.84,2015-04-01
2015,2,San Juan,51367,621,51988,0.0076,0.33,0.66,2015-04-01
2015,2,San Luis,12904,317,13221,0.0019,-0.08,1.27,2015-04-01
2015,2,Santa Cruz,25384,379,25763,0.0038,-3.30,-5.18,2015-04-01
2015,2,Santa Fe,545739,649,546388,0.0802,1.86,6.64,2015-04-01
2015,2,Santiago Del Estero,39375,3,39378,0.0058,0.32,3.60,2015-04-01
2015,2,Tierra Del Fuego,32960,619,33579,0.0049,0.37,19.04,2015-04-01
2015,2,Tucumán,140635,42,140677,0.0206,1.74,6.52,2015-04-01
2015,3,Buenos Aires,2916070,12695,2928765,0.4223,1.56,2.78,2015-07-01
2015,3,Capital Federal,1362193,9875,1372068,0.1978,1.92,4.12,2015-07-01
2015,3,Catamarca,26080,13,26093,0.0038,1.61,5.70,2015-07-01
2015,3,Chaco,85354,16,85370,0.0123,1.82,33.92,2015-07-01
2015,3,Chubut,62143,1740,63883,0.0092,0.63,-7.60,2015-07-01
2015,3,Corrientes,84931,28,84959,0.0123,1.97,33.69,2015-07-01
2015,3,Córdoba,622761,237,622998,0.0898,2.17,6.42,2015-07-01
2015,3,Entre Ríos,172252,182,172434,0.0249,1.74,26.11,2015-07-01
2015,3,Formosa,27751,1,27752,0.0040,2.60,7.00,2015-07-01
2015,3,Jujuy,39548,2,39550,0.0057,4.85,17.22,2015-07-01
2015,3,La Pampa,64976,495,65471,0.0094,2.22,4.88,2015-07-01
2015,3,La Rioja,16753,18,16771,0.0024,1.59,5.37,2015-07-01
2015,3,Mendoza,169261,1562,170823,0.0246,0.00,1.73,2015-07-01
2015,3,Misiones,91615,7,91622,0.0132,3.51,21.63,2015-07-01
2015,3,Neuquén,98376,2240,100616,0.0145,2.79,-1.71,2015-07-01
2015,3,Río Negro,98529,1085,99614,0.0144,0.90,1.88,2015-07-01
2015,3,Salta,100570,3,100573,0.0145,2.35,8.20,2015-07-01
2015,3,San Juan,51409,621,52030,0.0075,0.08,0.48,2015-07-01
2015,3,San Luis,12902,317,13219,0.0019,-0.02,1.33,2015-07-01
2015,3,Santa Cruz,25912,359,26271,0.0038,1.97,0.62,2015-07-01
2015,3,Santa Fe,556097,641,556738,0.0803,1.89,6.88,2015-07-01
2015,3,Santiago Del Estero,39394,3,39397,0.0057,0.05,4.92,2015-07-01
2015,3,Tierra Del Fuego,33118,619,33737,0.0049,0.47,17.17,2015-07-01
2015,3,Tucumán,144272,42,144314,0.0208,2.59,9.27,2015-07-01
2015,4,Buenos Aires,2946743,12642,2959385,0.4237,1.05,5.08,2015-10-01
2015,4,Capital Federal,1360381,9845,1370226,0.1962,-0.13,2.98,2015-10-01
2015,4,Catamarca,26459,13,26472,0.0038,1.45,3.84,2015-10-01
2015,4,Chaco,86537,16,86553,0.0124,1.39,31.07,2015-10-01
2015,4,Chubut,62279,1740,64019,0.0092,0.21,-6.60,2015-10-01
2015,4,Corrientes,85409,26,85435,0.0122,0.56,30.02,2015-10-01
2015,4,Córdoba,625835,235,626070,0.0896,0.49,6.04,2015-10-01
2015,4,Entre Ríos,173957,180,174137,0.0249,0.99,23.67,2015-10-01
2015,4,Formosa,28088,1,28089,0.0040,1.21,7.18,2015-10-01
2015,4,Jujuy,39922,2,39924,0.0057,0.95,10.89,2015-10-01
2015,4,La Pampa,66054,312,66366,0.0095,1.37,15.66,2015-10-01
2015,4,La Rioja,16914,18,16932,0.0024,0.96,3.23,2015-10-01
2015,4,Mendoza,169251,1556,170807,0.0245,-0.01,0.70,2015-10-01
2015,4,Misiones,92846,7,92853,0.0133,1.34,20.23,2015-10-01
2015,4,Neuquén,105122,2294,107416,0.0154,6.76,12.60,2015-10-01
2015,4,Río Negro,98655,1067,99722,0.0143,0.11,3.60,2015-10-01
2015,4,Salta,101917,3,101920,0.0146,1.34,8.49,2015-10-01
2015,4,San Juan,51408,621,52029,0.0074,-0.00,-0.17,2015-10-01
2015,4,San Luis,12901,317,13218,0.0019,-0.01,0.54,2015-10-01
2015,4,Santa Cruz,26047,356,26403,0.0038,0.50,2.68,2015-10-01
2015,4,Santa Fe,561045,627,561672,0.0804,0.89,6.10,2015-10-01
2015,4,Santiago Del Estero,39132,3,39135,0.0056,-0.67,-0.46,2015-10-01
2015,4,Tierra Del Fuego,29334,619,29953,0.0043,-11.22,3.32,2015-10-01
2015,4,Tucumán,146053,42,146095,0.0209,1.23,6.31,2015-10-01
2016,1,Buenos Aires,2929903,12612,2942515,0.4260,-0.57,2.82,2016-01-01
2016,1,Capital Federal,1328079,9817,1337896,0.1937,-2.36,0.39,2016-01-01
2016,1,Catamarca,26376,13,26389,0.0038,-0.31,4.17,2016-01-01
2016,1,Chaco,86635,16,86651,0.0125,0.11,6.50,2016-01-01
2016,1,Chubut,62060,1740,63800,0.0092,-0.34,-2.26,2016-01-01
2016,1,Corrientes,85510,26,85536,0.0124,0.12,4.91,2016-01-01
2016,1,Córdoba,609692,234,609926,0.0883,-2.58,2.17,2016-01-01
2016,1,Entre Ríos,174634,179,174813,0.0253,0.39,5.26,2016-01-01
2016,1,Formosa,28313,1,28314,0.0041,0.80,6.04,2016-01-01
2016,1,Jujuy,40287,2,40289,0.0058,0.91,10.05,2016-01-01
2016,1,La Pampa,65442,487,65929,0.0095,-0.66,5.15,2016-01-01
2016,1,La Rioja,16673,18,16691,0.0024,-1.42,2.19,2016-01-01
2016,1,Mendoza,169257,1553,170810,0.0247,0.00,0.38,2016-01-01
2016,1,Misiones,92951,7,92958,0.0135,0.11,9.17,2016-01-01
2016,1,Neuquén,101969,2292,104261,0.0151,-2.94,8.90,2016-01-01
2016,1,Río Negro,98745,1077,99822,0.0145,0.10,2.56,2016-01-01
2016,1,Salta,102423,3,102426,0.0148,0.50,5.80,2016-01-01
2016,1,San Juan,51373,621,51994,0.0075,-0.07,0.34,2016-01-01
2016,1,San Luis,12915,317,13232,0.0019,0.11,0.00,2016-01-01
2016,1,Santa Cruz,25931,356,26287,0.0038,-0.44,-1.33,2016-01-01
2016,1,Santa Fe,551378,618,551996,0.0799,-1.72,2.90,2016-01-01
2016,1,Santiago Del Estero,37695,3,37698,0.0055,-3.67,-3.96,2016-01-01
2016,1,Tierra Del Fuego,29867,619,30486,0.0044,1.78,-8.88,2016-01-01
2016,1,Tucumán,146596,41,146637,0.0212,0.37,6.05,2016-01-01
2016,2,Buenos Aires,3032776,12515,3045291,0.4271,3.49,5.60,2016-04-01
2016,2,Capital Federal,1384824,9760,1394584,0.1956,4.24,3.59,2016-04-01
2016,2,Catamarca,26543,13,26556,0.0037,0.63,3.42,2016-04-01
2016,2,Chaco,88235,16,88251,0.0124,1.85,5.25,2016-04-01
2016,2,Chubut,62116,1740,63856,0.0090,0.09,0.58,2016-04-01
2016,2,Corrientes,86932,24,86956,0.0122,1.66,4.37,2016-04-01
2016,2,Córdoba,634680,234,634914,0.0890,4.10,4.13,2016-04-01
2016,2,Entre Ríos,178194,179,178373,0.0250,2.04,5.24,2016-04-01
2016,2,Formosa,28801,1,28802,0.0040,1.72,6.48,2016-04-01
2016,2,Jujuy,41187,2,41189,0.0058,2.23,9.19,2016-04-01
2016,2,La Pampa,68403,485,68888,0.0097,4.49,7.55,2016-04-01
2016,2,La Rioja,16718,18,16736,0.0023,0.27,1.38,2016-04-01
2016,2,Mendoza,169274,1550,170824,0.0240,0.01,0.00,2016-04-01
2016,2,Misiones,95808,7,95815,0.0134,3.07,8.24,2016-04-01
2016,2,Neuquén,108224,2291,110515,0.0155,6.00,12.90,2016-04-01
2016,2,Río Negro,99631,1073,100704,0.0141,0.88,2.00,2016-04-01
2016,2,Salta,104929,3,104932,0.0147,2.45,6.78,2016-04-01
2016,2,San Juan,51392,621,52013,0.0073,0.04,0.05,2016-04-01
2016,2,San Luis,12939,317,13256,0.0019,0.18,0.26,2016-04-01
2016,2,Santa Cruz,25797,356,26153,0.0037,-0.51,1.51,2016-04-01
2016,2,Santa Fe,563867,607,564474,0.0792,2.26,3.31,2016-04-01
2016,2,Santiago Del Estero,36958,3,36961,0.0052,-1.96,-6.14,2016-04-01
2016,2,Tierra Del Fuego,30740,619,31359,0.0044,2.86,-6.61,2016-04-01
2016,2,Tucumán,148636,41,148677,0.0209,1.39,5.69,2016-04-01
2016,3,Buenos Aires,3075387,11205,3086592,0.4283,1.36,5.39,2016-07-01
2016,3,Capital Federal,1395053,8051,1403104,0.1947,0.61,2.26,2016-07-01
2016,3,Catamarca,26957,13,26970,0.0037,1.56,3.36,2016-07-01
2016,3,Chaco,89216,14,89230,0.0124,1.11,4.52,2016-07-01
2016,3,Chubut,62222,1730,63952,0.0089,0.15,0.11,2016-07-01
2016,3,Corrientes,88328,12,88340,0.0123,1.59,3.98,2016-07-01
2016,3,Córdoba,642458,133,642591,0.0892,1.21,3.14,2016-07-01
2016,3,Entre Ríos,181092,57,181149,0.0251,1.56,5.05,2016-07-01
2016,3,Formosa,27716,0,27716,0.0038,-3.77,-0.13,2016-07-01
2016,3,Jujuy,42537,1,42538,0.0059,3.28,7.55,2016-07-01
2016,3,La Pampa,69903,461,70364,0.0098,2.14,7.47,2016-07-01
2016,3,La Rioja,16912,18,16930,0.0023,1.16,0.95,2016-07-01
2016,3,Mendoza,169174,1450,170624,0.0237,-0.12,-0.12,2016-07-01
2016,3,Misiones,97997,0,97997,0.0136,2.28,6.96,2016-07-01
2016,3,Neuquén,110491,2112,112603,0.0156,1.89,11.91,2016-07-01
2016,3,Río Negro,100024,1002,101026,0.0140,0.32,1.42,2016-07-01
2016,3,Salta,107790,1,107791,0.0150,2.72,7.18,2016-07-01
2016,3,San Juan,51348,620,51968,0.0072,-0.09,-0.12,2016-07-01
2016,3,San Luis,12978,315,13293,0.0018,0.28,0.56,2016-07-01
2016,3,Santa Cruz,25886,371,26257,0.0036,0.40,-0.05,2016-07-01
2016,3,Santa Fe,566625,386,567011,0.0787,0.45,1.85,2016-07-01
2016,3,Santiago Del Estero,35658,2,35660,0.0049,-3.52,-9.49,2016-07-01
2016,3,Tierra Del Fuego,31306,619,31925,0.0044,1.80,-5.37,2016-07-01
2016,3,Tucumán,151282,37,151319,0.0210,1.78,4.85,2016-07-01
2016,4,Buenos Aires,3131499,11202,3142701,0.4334,1.82,6.19,2016-10-01
2016,4,Capital Federal,1393443,8016,1401459,0.1933,-0.12,2.28,2016-10-01
2016,4,Catamarca,27021,13,27034,0.0037,0.24,2.12,2016-10-01
2016,4,Chaco,88833,14,88847,0.0123,-0.43,2.65,2016-10-01
2016,4,Chubut,62035,1730,63765,0.0088,-0.29,-0.40,2016-10-01
2016,4,Corrientes,88084,12,88096,0.0121,-0.28,3.11,2016-10-01
2016,4,Córdoba,636422,133,636555,0.0878,-0.94,1.67,2016-10-01
2016,4,Entre Ríos,180188,57,180245,0.0249,-0.50,3.51,2016-10-01
2016,4,Formosa,29513,0,29513,0.0041,6.48,5.07,2016-10-01
2016,4,Jujuy,42624,1,42625,0.0059,0.20,6.77,2016-10-01
2016,4,La Pampa,71368,460,71828,0.0099,2.08,8.23,2016-10-01
2016,4,La Rioja,16298,18,16316,0.0022,-3.63,-3.64,2016-10-01
2016,4,Mendoza,169274,1451,170725,0.0235,0.06,-0.05,2016-10-01
2016,4,Misiones,97390,0,97390,0.0134,-0.62,4.89,2016-10-01
2016,4,Neuquén,111723,2112,113835,0.0157,1.09,5.98,2016-10-01
2016,4,Río Negro,100020,1000,101020,0.0139,-0.01,1.30,2016-10-01
